SHIPCODE,CATEGORYCODE,ITINERARYID,GUESTRATEAMOUNT,GOVTFEESANDTAXES,VOYAGE,CURRENCYCODE,TOUR_ID
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A507SS,3349,0,X550,USD,1.00
AA,A,A507SS,3349,0,X550,USD,1.00
AA,A,A507NS,2199,0,X551,USD,1.00
AA,A,A507NS,2199,0,X551,USD,1.00
AA,A,A507NS,2199,0,X551,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A507NS,2099,0,X557,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,3699,0,X557A,USD,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,S5S18F,4149,0,X565,USD,1.00
AA,A,S5S18F,4149,0,X565,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,S6S38W,958700,111184,X613A,AUD,1.00
AA,A,S6S38W,958700,111184,X613A,AUD,1.00
AA,A,S5S14F,509880,48171,X568,CAD,1.00
AA,A,S5S14F,509880,48171,X568,CAD,1.00
AA,A,AN670S,393500,26036,X669,EUR,1.00
AA,A,S6S38W,667200,72698,X613A,EUR,1.00
AA,A,S6S38W,667200,72698,X613A,EUR,1.00
AA,A,S6S38W,667200,72698,X613A,EUR,1.00
AA,A,S6S38W,667200,72698,X613A,EUR,1.00
AA,A,AN670S,445600,32645,X657,USD,1.00
AA,A,A5RS14,504900,38041,X541A,USD,1.00
AA,A,A507SS,329400,24274,X558,GBP,1.00
AA,A,A507SS,329400,24274,X558,GBP,1.00
AA,A,S6S20W,551880,42025,X615A,CAD,1.00
AA,A,S6S20W,551880,42025,X615A,CAD,1.00
AA,A,A6RS14,547900,42863,X663A,USD,1.00
AA,A,A6RS14,547900,42863,X663A,USD,1.00
AA,A,A6RS14,547900,42863,X663A,USD,1.00
AA,A,AS607X,642570,40475,X656,CAD,1.00
AA,A,S6S14W,489800,60091,X613,AUD,1.00
AA,A,S6S14W,489800,60091,X613,AUD,1.00
AA,A,A5RS14,411000,25558,X549A,GBP,1.00
AA,A,A507SS,871957,22763,X538,USD,1.00
AA,A,S5S14F,424900,40143,X568,USD,1.00
AA,A,A6RS14,712900,49737,X657A,AUD,1.00
AA,A,A6RS14,517900,43271,X676A,USD,1.00
AA,A,A6RS14,517900,43271,X676A,USD,1.00
AA,A,A6RS14,517900,43271,X676A,USD,1.00
AA,A,AN670S,313200,26395,X651,EUR,1.00
AA,A,AN670S,373300,26258,X674,EUR,1.00
AA,A,AN670S,373300,26258,X674,EUR,1.00
AA,A,AS607X,482300,28689,X675,EUR,1.00
AA,A,AS607X,482300,28689,X675,EUR,1.00
AA,A,H6H18W,499900,22754,X621,USD,1.00
AA,A,AS607X,628700,35300,X673,USD,1.00
AA,A,A507NS,712900,43052,X539,AUD,1.00
AA,A,A507NS,712900,43052,X539,AUD,1.00
AA,A,A507SS,354200,22704,X550,EUR,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,AS607X,598400,35654,X662,USD,1.00
AA,A,S6S34W,614900,64911,X613B,EUR,1.00
AA,A,A5RS14,431880,45994,X551A,CAD,1.00
AA,A,A5RS14,431880,45994,X551A,CAD,1.00
AA,A,AS607X,788700,41358,X662,AUD,1.00
AA,A,A5RS14,345700,25833,X551A,GBP,1.00
AA,A,A5RS14,345700,25833,X551A,GBP,1.00
AA,A,A507NS,438660,39975,X557,CAD,1.00
AA,A,A5RS14,554900,37758,X533A,USD,1.00
AA,A,AN670S,283700,20810,X678,GBP,1.00
AA,A,A5RS14,364600,32191,X547A,EUR,1.00
AA,A,A5RS14,364600,32191,X547A,EUR,1.00
AA,A,AN670S,268700,20787,X651,GBP,1.00
AA,A,AN670S,268700,20787,X651,GBP,1.00
AA,A,AN670S,268700,20787,X651,GBP,1.00
AA,A,A5RS14,431880,45994,X551A,CAD,1.00
AA,A,A5RS14,431880,45994,X551A,CAD,1.00
AA,A,AN670S,512380,37542,X657,CAD,1.00
AA,A,A5RS14,394900,37871,X547A,USD,1.00
AA,A,A5RS14,394900,37871,X547A,USD,1.00
AA,A,AS607X,402700,22239,X673,GBP,1.00
AA,A,A6RS14,584035,49287,X654A,CAD,1.00
AA,A,AS607X,618700,35322,X665,USD,1.00
AA,A,A507NS,487400,43306,X557,AUD,1.00
AA,A,A507NS,487400,43306,X557,AUD,1.00
AA,A,S6N21W,705900,43907,X606,EUR,1.00
AA,A,S6N21W,705900,43907,X606,EUR,1.00
AA,A,S6N21W,705900,43907,X606,EUR,1.00
AA,A,A5RS14,364400,32401,X539A,EUR,1.00
AA,A,A507SS,2878,0,X538,CAD,1.00
AA,A,A507SS,2878,0,X538,CAD,1.00
AA,A,A507SS,2878,0,X540,CAD,1.00
AA,A,A507SS,2878,0,X540,CAD,1.00
AA,A,A507SS,2878,0,X540,CAD,1.00
AA,A,S6S24W,529900,44181,X615,USD,1.00
AA,A,A507SS,379700,30613,X558,EUR,1.00
AA,A,A5RS14,5098,0,X541A,CAD,1.00
AA,A,A507SS,2278,170000,X550,CAD,1.00
AA,A,A507SS,2278,170000,X556,CAD,1.00
AA,A,A507SS,2278,170000,X556,CAD,1.00
AA,A,A5RS14,4849,0,X533A,USD,1.00
AA,A,A5RS14,4849,0,X533A,USD,1.00
AA,A,A5RS14,4849,0,X533A,USD,1.00
AA,A,A507SS,2299,0,X538,USD,1.00
AA,A,A507SS,2299,0,X538,USD,1.00
AA,A,A5RS14,4049,0,X539A,USD,1.00
AA,A,A5RS14,4049,0,X539A,USD,1.00
AA,A,A5RS14,3299,0,X539A,USD,1.00
AA,A,A5RS14,2999,173000,X539A,USD,1.00
AA,A,A5RS14,2999,173000,X539A,USD,1.00
AA,A,A5RS14,2999,173000,X539A,USD,1.00
AA,A,A5RS14,2999,173000,X539A,USD,1.00
AA,A,A5RS14,2999,173000,X539A,USD,1.00
AA,A,A507NS,2299,0,X541,USD,1.00
AA,A,A507NS,2299,0,X541,USD,1.00
AA,A,A5RS14,4438,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,H5H17F,4798,0,X562,CAD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,AS607X,338000,21543,X653,EUR,1.00
AA,A,A507SS,611900,34725,X550,AUD,1.00
AA,A,A6RS14,347900,27013,X657A,GBP,1.00
AA,A,A6RS14,347900,27013,X657A,GBP,1.00
AA,A,A6RS14,347900,27013,X657A,GBP,1.00
AA,A,A5RS14,604300,50561,X557A,AUD,1.00
AA,A,A5RS14,604300,50561,X557A,AUD,1.00
AA,A,S621NW,1062800,57049,X607,AUD,1.00
AA,A,S621NW,1062800,57049,X607,AUD,1.00
AA,A,A6RS14,373900,34915,X678A,EUR,1.00
AA,A,A6RS14,421900,34301,X657A,EUR,1.00
AA,A,A6RS14,453900,33940,X669A,EUR,1.00
AA,A,S5N21H,560200,29659,X576,GBP,1.00
AA,A,A507SS,2758,0,X542,CAD,1.00
AA,A,A507SS,2758,0,X542,CAD,1.00
AA,A,A507NS,2758,0,X547,CAD,1.00
AA,A,A507NS,2278,170000,X547,CAD,1.00
AA,A,A6RS14,361900,27005,X663A,GBP,1.00
AA,A,AS607X,392400,22593,X675,GBP,1.00
AA,A,AS607X,392400,22593,X675,GBP,1.00
AA,A,A507SS,2278,0,X550,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A507NS,2638,0,X557,CAD,1.00
AA,A,A5RS14,5818,0,X533A,CAD,1.00
AA,A,A5RS14,4858,0,X539A,CAD,1.00
AA,A,A507SS,2949,0,X538,USD,1.00
AA,A,A507NS,2099,0,X539,USD,1.00
AA,A,A507NS,1699,0,X539,USD,1.00
AA,A,A507NS,2499,0,X541,USD,1.00
AA,A,A507NS,2299,0,X541,USD,1.00
AA,A,A507NS,2299,0,X541,USD,1.00
AA,A,A507SS,2398,0,X558,CAD,1.00
AA,A,S5S18F,4978,0,X565,CAD,1.00
AA,A,S5S18F,4978,0,X565,CAD,1.00
AA,A,A5RS14,4858,0,X547A,CAD,1.00
AA,A,A507SS,2758,0,X548,CAD,1.00
AA,A,A507SS,2758,0,X548,CAD,1.00
AA,A,A507NS,2758,0,X549,CAD,1.00
AA,A,A507NS,2299,0,X547,USD,1.00
AA,A,A507NS,2299,0,X547,USD,1.00
AA,A,A507NS,2299,0,X547,USD,1.00
AA,A,A507NS,1899,0,X547,USD,1.00
AA,A,A507NS,1899,0,X547,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A5RS14,4549,0,X547A,USD,1.00
AA,A,A507NS,1899,0,X549,USD,1.00
AA,A,A507NS,1899,0,X549,USD,1.00
AA,A,A507NS,1899,0,X549,USD,1.00
AA,A,A507NS,1899,0,X551,USD,1.00
AA,A,A507NS,2199,0,X551,USD,1.00
AA,A,A507SS,1899,0,X556,USD,1.00
AA,A,A5RS14,3599,0,X557A,USD,1.00
AA,A,A5RS14,4899,0,X533A,USD,1.00
AA,A,A5RS14,4899,0,X533A,USD,1.00
AA,A,A5RS14,3999,0,X533A,USD,1.00
AA,A,A5RS14,554900,37758,X533A,USD,1.00
AA,A,A5RS14,641880,45741,X539A,CAD,1.00
AA,A,A5RS14,641880,45741,X539A,CAD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,286200,20958,X549,GBP,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A5RS14,3349,0,X549A,USD,1.00
AA,A,A507SS,2399,0,X538,USD,1.00
AA,A,A507NS,1699,0,X539,USD,1.00
AA,A,A5RS14,4449,0,X539A,USD,1.00
AA,A,A5RS14,4449,0,X539A,USD,1.00
AA,A,A5RS14,4449,0,X539A,USD,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,H5H17F,3999,0,X562,USD,1.00
AA,A,S621NW,8399,0,X607,USD,1.00
AA,A,A507SS,2399,0,X540,USD,1.00
AA,A,A507SS,1055322,27315,X540,CAD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,S6S14W,497880,56470,X611,CAD,1.00
AA,A,S6S14W,497880,56470,X611,CAD,1.00
AA,A,A6RS14,453900,34314,X666A,EUR,1.00
AA,A,A507SS,1899,0,X550,USD,1.00
AA,A,A507SS,1899,0,X550,USD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,A5RS14,765600,49296,X549A,AUD,1.00
AA,A,S6S24W,612400,57435,X615,AUD,1.00
AA,A,S5S14F,497700,52186,X568,AUD,1.00
AA,A,A507SS,736900,34725,X540,AUD,1.00
AA,A,A5RS14,461880,46671,X557A,CAD,1.00
AA,A,A6RS14,617900,50243,X651A,AUD,1.00
AA,A,A507SS,576660,32054,X550,CAD,1.00
AA,A,A6RS14,739900,49721,X663A,AUD,1.00
AA,A,A6RS14,739900,49721,X663A,AUD,1.00
AA,A,A6RS14,739900,49721,X663A,AUD,1.00
AA,A,S5N21H,722400,37402,X576,EUR,1.00
AA,A,A507NS,565600,33122,X541,USD,1.00
AA,A,A507SS,372300,18004,X538,GBP,1.00
AA,A,A5RS14,331000,25525,X547A,GBP,1.00
AA,A,A5RS14,331000,25525,X547A,GBP,1.00
AA,A,A5RS14,331000,25525,X547A,GBP,1.00
AA,A,A5RS14,605880,45649,X541A,CAD,1.00
AA,A,A5RS14,605880,45649,X541A,CAD,1.00
AA,A,A5RS14,605880,45649,X541A,CAD,1.00
AA,A,A5RS14,755900,49232,X547A,AUD,1.00
AA,A,A5RS14,755900,49232,X547A,AUD,1.00
AA,A,A5RS14,755900,49232,X547A,AUD,1.00
AA,A,AS607X,382500,22469,X677,GBP,1.00
AA,A,AS607X,382500,22469,X677,GBP,1.00
AA,A,AS607X,722470,41127,X668,CAD,1.00
AA,A,AS607X,722470,41127,X668,CAD,1.00
AA,A,A6RS14,413900,34617,X676A,EUR,1.00
AA,A,A6RS14,413900,34617,X676A,EUR,1.00
AA,A,A507NS,375100,22322,X539,GBP,1.00
AA,A,AS607X,338000,21543,X653,EUR,1.00
AA,A,A5RS14,3599,0,X557A,USD,1.00
AA,A,AS607X,432800,28156,X656,EUR,1.00
AA,A,AN670S,333100,26424,X678,EUR,1.00
AA,A,S6S38W,1073880,102631,X613A,CAD,1.00
AA,A,A6RS14,405900,34286,X654A,EUR,1.00
AA,A,A6RS14,334900,27001,X654A,GBP,1.00
AA,A,A6RS14,334900,27001,X654A,GBP,1.00
AA,A,A6RS14,595535,49763,X676A,CAD,1.00
AA,A,A6RS14,595535,49763,X676A,CAD,1.00
AA,A,A5RS14,735600,49554,X539A,AUD,1.00
AA,A,A5RS14,735600,49554,X539A,AUD,1.00
AA,A,A5RS14,735600,49554,X539A,AUD,1.00
AA,A,A5RS14,735600,49554,X539A,AUD,1.00
AA,A,AS607X,492800,28239,X673,EUR,1.00
AA,A,S5N21H,869900,44003,X576,USD,1.00
AA,A,AN670S,318800,20679,X674,GBP,1.00
AA,A,S614SW,428400,51433,X612,AUD,1.00
AA,A,A507SS,338900,23009,X556,EUR,1.00
AA,A,A507SS,440100,29929,X548,EUR,1.00
AA,A,A507SS,440100,29929,X548,EUR,1.00
AA,A,H5H17F,358700,16132,X562,EUR,1.00
AA,A,S6S34W,493400,51469,X613B,GBP,1.00
AA,A,S6S34W,493400,51469,X613B,GBP,1.00
AA,A,A6RS14,301900,27288,X651A,GBP,1.00
AA,A,AS607X,641670,41439,X679,CAD,1.00
AA,A,A507NS,2278,170000,X551,CAD,1.00
AA,A,A507NS,2638,0,X551,CAD,1.00
AA,A,A507NS,2638,0,X551,CAD,1.00
AA,A,A507SS,2278,0,X556,CAD,1.00
AA,A,A507SS,2278,0,X556,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A507SS,2758,0,X556,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A5RS14,4798,0,X533A,CAD,1.00
AA,A,A5RS14,4798,0,X533A,CAD,1.00
AA,A,A507NS,2038,0,X539,CAD,1.00
AA,A,A507NS,2038,0,X539,CAD,1.00
AA,A,A507NS,2758,0,X541,CAD,1.00
AA,A,A507NS,2398,0,X541,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A507SS,2758,0,X558,CAD,1.00
AA,A,S5S18F,4918,0,X565,CAD,1.00
AA,A,A5RS14,5098,0,X541A,CAD,1.00
AA,A,A5RS14,5098,0,X541A,CAD,1.00
AA,A,A507SS,3118,0,X542,CAD,1.00
AA,A,A507SS,2758,0,X542,CAD,1.00
AA,A,A507NS,2758,0,X547,CAD,1.00
AA,A,A507SS,2758,170000,X548,CAD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A5RS14,4249,0,X541A,USD,1.00
AA,A,A507SS,2299,170000,X548,USD,1.00
AA,A,A507SS,2299,170000,X548,USD,1.00
AA,A,A507NS,2299,0,X549,USD,1.00
AA,A,A507NS,1899,0,X549,USD,1.00
AA,A,A507NS,2638,0,X551,CAD,1.00
AA,A,A507SS,2278,0,X556,CAD,1.00
AA,A,A507SS,2278,0,X556,CAD,1.00
AA,A,A5RS14,4318,0,X557A,CAD,1.00
AA,A,A5RS14,4318,0,X557A,CAD,1.00
AA,A,S514SF,3658,0,X573,CAD,1.00
AA,A,S514SF,3238,0,X573,CAD,1.00
AA,A,S514SF,3238,0,X573,CAD,1.00
AA,A,H6H18W,5998,0,X621,CAD,1.00
AA,A,H6H18W,5998,0,X621,CAD,1.00
AA,A,A507SS,2878,0,X538,CAD,1.00
AA,A,A507NS,2758,0,X539,CAD,1.00
AA,A,A5RS14,4858,0,X539A,CAD,1.00
AA,A,A5RS14,4858,0,X539A,CAD,1.00
AA,A,A507SS,2758,0,X540,CAD,1.00
AA,A,A507SS,2038,0,X540,CAD,1.00
AA,A,A507SS,2038,0,X540,CAD,1.00
AA,A,A507NS,2998,0,X541,CAD,1.00
AA,A,A507NS,2398,0,X541,CAD,1.00
AA,A,A5RS14,3499,0,X541A,USD,1.00
AA,A,A5RS14,3499,0,X541A,USD,1.00
AA,A,A507SS,2599,0,X542,USD,1.00
AA,A,A507SS,2599,0,X542,USD,1.00
AA,A,A507SS,2299,0,X542,USD,1.00
AA,A,A507SS,1899,0,X550,USD,1.00
AA,A,A507SS,2758,0,X548,CAD,1.00
AA,A,A507NS,2278,0,X549,CAD,1.00
AA,A,A507NS,2278,0,X549,CAD,1.00
AA,A,A5RS14,5998,0,X549A,CAD,1.00
AA,A,A5RS14,5998,0,X549A,CAD,1.00
AA,A,A5RS14,4438,0,X549A,CAD,1.00
AA,A,A5RS14,5998,0,X549A,CAD,1.00
AA,A,A5RS14,5998,0,X549A,CAD,1.00
AA,A,A507SS,4018,0,X550,CAD,1.00
AA,A,A507SS,4018,0,X550,CAD,1.00
AA,A,A507NS,2758,0,X551,CAD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,A507SS,1999,0,X558,USD,1.00
AA,A,H5H17F,3899,0,X562,USD,1.00
AA,A,H5H17F,3899,0,X562,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,S6S24W,335100,29778,X615,GBP,1.00
AA,A,S6S24W,335100,29778,X615,GBP,1.00
AA,A,A6RS14,445900,34611,X674A,EUR,1.00
AA,A,AS607X,287600,16966,X653,GBP,1.00
AA,A,A6RS14,607035,49309,X657A,CAD,1.00
AA,A,A6RS14,607035,49309,X657A,CAD,1.00
AA,A,A507SS,2399,0,X538,USD,1.00
AA,A,A507SS,1999,170000,X538,USD,1.00
AA,A,A507NS,2299,0,X539,USD,1.00
AA,A,A507NS,2299,0,X539,USD,1.00
AA,A,A5RS14,4449,0,X539A,USD,1.00
AA,A,S614SW,238200,26664,X612,GBP,1.00
AA,A,A5RS14,4249,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A507SS,1899,0,X556,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A5RS14,4149,0,X557A,USD,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A507NS,2099,0,X557,USD,1.00
AA,A,A5RS14,3599,0,X557A,USD,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,A507SS,2299,0,X558,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507NS,2599,0,X557,USD,1.00
AA,A,A507SS,397300,18009,X542,GBP,1.00
AA,A,A507NS,1899,0,X547,USD,1.00
AA,A,A507NS,1899,0,X547,USD,1.00
AA,A,A507NS,1899,0,X547,USD,1.00
AA,A,A507SS,566400,35189,X556,AUD,1.00
AA,A,A6RS14,437900,34290,X663A,EUR,1.00
AA,A,S6N21W,560000,34815,X606,GBP,1.00
AA,A,S6N21W,560000,34815,X606,GBP,1.00
AA,A,S6N21W,560000,34815,X606,GBP,1.00
AA,A,S621NW,712500,37301,X607,EUR,1.00
AA,A,A507NS,678660,39746,X541,CAD,1.00
AA,A,AG67S0,301900,26914,X650,AUD,1.00
AA,A,AS607X,688070,41016,X677,CAD,1.00
AA,A,H5H17F,449900,18978,X562,USD,1.00
AA,A,AN670S,445600,33026,X676,USD,1.00
AA,A,AN670S,445600,33026,X676,USD,1.00
AA,A,A6RS14,527900,42877,X657A,USD,1.00
AA,A,A6RS14,527900,42877,X657A,USD,1.00
AA,A,A5RS14,310900,25639,X541A,GBP,1.00
AA,A,A5RS14,310900,25639,X541A,GBP,1.00
AA,A,S5S14F,325700,34122,X568,EUR,1.00
AA,A,S5S14F,325700,34122,X568,EUR,1.00
AA,A,A6RS14,567900,42892,X666A,USD,1.00
AA,A,A6RS14,567900,42892,X666A,USD,1.00
AA,A,S5N21H,1052600,57204,X576,AUD,1.00
AA,A,S5N21H,1052600,57204,X576,AUD,1.00
AA,A,S5N21H,1052600,57204,X576,AUD,1.00
AA,A,A507NS,365600,33313,X557,USD,1.00
AA,A,A507NS,365600,33313,X557,USD,1.00
AA,A,A507NS,365600,33313,X557,USD,1.00
AA,A,A6RS14,653035,48789,X669A,CAD,1.00
AA,A,A5RS14,364400,32335,X541A,EUR,1.00
AA,A,AN670S,485600,32546,X669,USD,1.00
AA,A,AN670S,485600,32546,X669,USD,1.00
AA,A,H6H18W,599880,27305,X621,CAD,1.00
AA,A,H6H18W,599880,27305,X621,CAD,1.00
AA,A,H6H18W,599880,27305,X621,CAD,1.00
AA,A,S621NW,565300,29577,X607,GBP,1.00
AA,A,A6RS14,630035,49293,X663A,CAD,1.00
AA,A,H5H17F,539880,22774,X562,CAD,1.00
AA,A,A6RS14,698900,50195,X676A,AUD,1.00
AA,A,A507SS,434200,22710,X542,EUR,1.00
AA,A,AN670S,586100,38074,X674,AUD,1.00
AA,A,AN670S,586100,38074,X674,AUD,1.00
AA,A,S6S34W,824900,76365,X613B,USD,1.00
AA,A,A5RS14,4378,0,X541A,CAD,1.00
AA,A,A5RS14,4378,0,X541A,CAD,1.00
AA,A,A5RS14,4378,0,X541A,CAD,1.00
AA,A,A5RS14,5458,0,X547A,CAD,1.00
AA,A,A5RS14,5458,0,X547A,CAD,1.00
AA,A,AN670S,334000,20505,X669,GBP,1.00
AA,A,AN670S,334000,20505,X669,GBP,1.00
AA,A,AN670S,334000,20505,X669,GBP,1.00
AA,A,AN670S,611400,37752,X669,AUD,1.00
AA,A,AN670S,611400,37752,X669,AUD,1.00
AA,A,AN670S,611400,37752,X669,AUD,1.00
AA,A,A6RS14,341900,27261,X676A,GBP,1.00
AA,A,A6RS14,365900,34650,X651A,EUR,1.00
AA,A,A6RS14,365900,34650,X651A,EUR,1.00
AA,A,A6RS14,365900,34650,X651A,EUR,1.00
AA,A,A507SS,513900,36017,X558,USD,1.00
AA,A,A6RS14,457900,43313,X651A,USD,1.00
AA,A,A6RS14,457900,43313,X651A,USD,1.00
AA,A,A6RS14,467900,43643,X678A,USD,1.00
AA,A,A6RS14,467900,43643,X678A,USD,1.00
AA,A,AN670S,358100,26420,X676,EUR,1.00
AA,A,S6S20W,534300,45528,X615A,AUD,1.00
AA,A,S6S20W,534300,45528,X615A,AUD,1.00
AA,A,AS607X,558800,35196,X656,USD,1.00
AA,A,S514SF,354900,46143,X569,USD,1.00
AA,A,S514SF,354900,46143,X569,USD,1.00
AA,A,S514SF,354900,46143,X569,USD,1.00
AA,A,A5RS14,670000,49826,X551A,AUD,1.00
AA,A,A5RS14,5698,0,X541A,CAD,1.00
AA,A,S514SF,233800,31101,X569,GBP,1.00
AA,A,A507NS,573900,39910,X547,USD,1.00
AA,A,A6RS14,374900,27023,X666A,GBP,1.00
AA,A,AS607X,809100,40973,X665,AUD,1.00
AA,A,AS607X,809100,40973,X665,AUD,1.00
AA,A,AN670S,449080,37944,X651,CAD,1.00
AA,A,AN670S,449080,37944,X651,CAD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A507SS,3118,0,X548,CAD,1.00
AA,A,A507NS,2758,0,X549,CAD,1.00
AA,A,A507NS,2278,170000,X549,CAD,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
AA,A,A5RS14,4798,0,X533A,CAD,1.00
AA,A,A507SS,2398,0,X538,CAD,1.00
AA,A,A507SS,2398,0,X538,CAD,1.00
AA,A,A507NS,1999,0,X541,USD,1.00
AA,A,A5RS14,4749,0,X541A,USD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A507NS,3118,0,X557,CAD,1.00
AA,A,A5RS14,4978,0,X557A,CAD,1.00
AA,A,A507SS,2398,170000,X558,CAD,1.00
AA,A,S621NW,10498,0,X607,CAD,1.00
AA,A,S621NW,10498,0,X607,CAD,1.00
AA,A,S621NW,10498,0,X607,CAD,1.00
AA,A,H6H18W,5998,0,X621,CAD,1.00
AA,A,H6H18W,5998,0,X621,CAD,1.00
AA,A,A5RS14,5098,0,X541A,CAD,1.00
AA,A,A5RS14,5098,0,X541A,CAD,1.00
AA,A,A5RS14,5098,0,X541A,CAD,1.00
AA,A,A507SS,2278,0,X542,CAD,1.00
AA,A,A507NS,1899,0,X549,USD,1.00
AA,A,A5RS14,4999,0,X549A,USD,1.00
AA,A,A507SS,1899,0,X550,USD,1.00
AA,A,A5RS14,3699,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,4149,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A5RS14,3349,0,X551A,USD,1.00
AA,A,A507SS,2299,0,X556,USD,1.00
AA,A,A507NS,2278,0,X551,CAD,1.00
AA,A,A507NS,2278,0,X551,CAD,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A5RS14,4978,0,X551A,CAD,1.00
AA,A,A5RS14,4018,0,X551A,CAD,1.00
